,ARREST_KEY,ARREST_DATE,PD_CD,PD_DESC,KY_CD,OFNS_DESC,LAW_CODE,LAW_CAT_CD,ARREST_BORO,ARREST_PRECINCT,JURISDICTION_CODE,AGE_GROUP,PERP_SEX,PERP_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,date,week_day,day,month
18427,172228370,12/03/2017,503.0,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117.0,DANGEROUS DRUGS,PL 2201601,F,K,94,0.0,25-44,M,WHITE,1000374.0,200476.0,40.716930570000045,-73.94183622799993,2017-12-03,6,3,12
18484,172221332,12/03/2017,439.0,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109.0,GRAND LARCENY,PL 1553001,F,K,90,0.0,25-44,F,BLACK HISPANIC,997012.0,197452.0,40.70863589900005,-73.95396993199995,2017-12-03,6,3,12
18682,172215724,12/03/2017,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107.0,BURGLARY,PL 1402000,F,K,90,0.0,25-44,F,WHITE,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-12-03,6,3,12
18800,172181153,12/02/2017,501.0,"CONTROLLED SUBSTANCE,POSSESS. 2",117.0,DANGEROUS DRUGS,PL 2201803,F,K,90,0.0,25-44,M,WHITE HISPANIC,994762.0,199142.0,40.71327750600005,-73.96208286299998,2017-12-02,5,2,12
18915,172204806,12/02/2017,760.0,"BRIBERY,PUBLIC ADMINISTRATION",126.0,MISCELLANEOUS PENAL LAW,PL 2154002,F,K,94,0.0,25-44,F,WHITE,1000596.0,200507.0,40.71701525000003,-73.94103531599995,2017-12-02,5,2,12
19094,172181154,12/02/2017,501.0,"CONTROLLED SUBSTANCE,POSSESS. 2",117.0,DANGEROUS DRUGS,PL 2201803,F,K,90,0.0,25-44,M,WHITE HISPANIC,994762.0,199142.0,40.71327750600005,-73.96208286299998,2017-12-02,5,2,12
19208,172196701,12/02/2017,760.0,"BRIBERY,PUBLIC ADMINISTRATION",126.0,MISCELLANEOUS PENAL LAW,PL 2154002,F,K,94,0.0,25-44,F,WHITE,999329.0,201439.0,40.71957561700003,-73.94560376999993,2017-12-02,5,2,12
19324,172203588,12/02/2017,106.0,"ASSAULT 2,1,PEACE OFFICER",106.0,FELONY ASSAULT,PL 1200800,F,K,94,0.0,25-44,F,WHITE,997245.0,204130.0,40.726965067000044,-73.95311662899995,2017-12-02,5,2,12
19675,172155135,12/01/2017,439.0,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109.0,GRAND LARCENY,PL 1553001,F,K,90,0.0,18-24,M,WHITE HISPANIC,993945.0,196723.0,40.70663885700003,-73.96503340399995,2017-12-01,4,1,12
20009,172169803,12/01/2017,515.0,"CONTROLLED SUBSTANCE,SALE 3",117.0,DANGEROUS DRUGS,PL 2203901,F,K,94,0.0,45-64,M,BLACK,1000776.0,200904.0,40.71810458600004,-73.94038501499993,2017-12-01,4,1,12
20043,172179610,12/01/2017,779.0,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126.0,MISCELLANEOUS PENAL LAW,PL 215510B,F,K,94,0.0,45-64,M,BLACK HISPANIC,994425.0,201399.0,40.71947282600007,-73.96329506799998,2017-12-01,4,1,12
20206,172169799,12/01/2017,760.0,"BRIBERY,PUBLIC ADMINISTRATION",126.0,MISCELLANEOUS PENAL LAW,PL 2154002,F,K,94,0.0,25-44,M,WHITE,1000661.0,200775.0,40.71775072600008,-73.94080018399995,2017-12-01,4,1,12
20283,172122308,11/30/2017,397.0,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105.0,ROBBERY,PL 1600500,F,K,94,0.0,<18,M,BLACK,997245.0,204130.0,40.726965067000044,-73.95311662899995,2017-11-30,3,30,11
20333,172134375,11/30/2017,570.0,"MARIJUANA, SALE 1, 2 & 3",117.0,DANGEROUS DRUGS,PL 2215000,F,K,90,2.0,<18,M,WHITE HISPANIC,1001414.0,195664.0,40.70372081700003,-73.93809683099995,2017-11-30,3,30,11
20928,172126257,11/30/2017,503.0,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117.0,DANGEROUS DRUGS,PL 2201601,F,K,94,0.0,25-44,M,WHITE,1001366.0,200586.0,40.717230631000064,-73.93825743899998,2017-11-30,3,30,11
21241,172079313,11/29/2017,729.0,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113.0,FORGERY,PL 1702500,F,K,90,0.0,25-44,M,BLACK HISPANIC,1000408.0,198094.0,40.710392486000046,-73.94171929299995,2017-11-29,2,29,11
21397,172080949,11/29/2017,779.0,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126.0,MISCELLANEOUS PENAL LAW,PL 2155100,F,K,90,0.0,25-44,M,WHITE HISPANIC,1000276.0,194635.0,40.70089858700004,-73.94220365099994,2017-11-29,2,29,11
21462,172084678,11/29/2017,779.0,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126.0,MISCELLANEOUS PENAL LAW,PL 2155100,F,K,90,0.0,25-44,F,WHITE,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-11-29,2,29,11
21632,172093594,11/29/2017,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200502,F,K,90,0.0,25-44,M,WHITE,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-11-29,2,29,11
21696,172086739,11/29/2017,439.0,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109.0,GRAND LARCENY,PL 1553001,F,K,94,0.0,18-24,M,BLACK,998010.0,203022.0,40.72392271900002,-73.95035884199996,2017-11-29,2,29,11
21866,172079311,11/29/2017,501.0,"CONTROLLED SUBSTANCE,POSSESS. 2",117.0,DANGEROUS DRUGS,PL 2201801,F,K,90,0.0,25-44,M,BLACK HISPANIC,996748.0,197436.0,40.70859235900008,-73.95492218899994,2017-11-29,2,29,11
21886,172075227,11/29/2017,515.0,"CONTROLLED SUBSTANCE,SALE 3",117.0,DANGEROUS DRUGS,PL 2203901,F,K,90,0.0,25-44,M,WHITE HISPANIC,997181.0,198221.0,40.71074637600003,-73.95335888499993,2017-11-29,2,29,11
22229,172060546,11/28/2017,570.0,"MARIJUANA, SALE 1, 2 & 3",117.0,DANGEROUS DRUGS,PL 2214500,F,K,90,2.0,25-44,M,BLACK,1000834.0,196032.0,40.70473199600008,-73.940187784,2017-11-28,1,28,11
22444,172058841,11/28/2017,922.0,"TRAFFIC,UNCLASSIFIED MISDEMEANOR",348.0,VEHICLE AND TRAFFIC LAWS,VTL05110E2,F,K,90,0.0,25-44,M,WHITE HISPANIC,999667.0,199605.0,40.71454114400007,-73.94438863099998,2017-11-28,1,28,11
22788,172051311,11/28/2017,439.0,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109.0,GRAND LARCENY,PL 1553001,F,K,94,0.0,18-24,F,WHITE HISPANIC,997283.0,204370.0,40.727623753000046,-73.95297906399995,2017-11-28,1,28,11
22981,172019567,11/27/2017,269.0,"MISCHIEF,CRIMINAL,    UNCL 2ND DEG 3RD DEG",121.0,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1450500,F,K,94,0.0,<18,M,WHITE,999692.0,203184.0,40.724364593000075,-73.94429023999999,2017-11-27,0,27,11
24055,171964354,11/26/2017,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200502,F,K,94,0.0,45-64,M,WHITE,998809.0,202590.0,40.72273570500005,-73.94747718599997,2017-11-26,6,26,11
24423,171949958,11/25/2017,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107.0,BURGLARY,PL 1402501,F,K,94,0.0,25-44,M,BLACK,1000340.0,200340.0,40.71655734500007,-73.94195920299995,2017-11-25,5,25,11
24669,171965483,11/25/2017,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200501,F,K,94,0.0,18-24,M,WHITE HISPANIC,994425.0,201399.0,40.71947282600007,-73.96329506799998,2017-11-25,5,25,11
25038,171939282,11/24/2017,139.0,"MURDER,UNCLASSIFIED",101.0,MURDER & NON-NEGL. MANSLAUGHTER,PL 1252502,F,K,90,0.0,18-24,M,WHITE HISPANIC,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-11-24,4,24,11
25118,171918114,11/24/2017,105.0,STRANGULATION 1ST,106.0,FELONY ASSAULT,PL 1211200,F,K,90,2.0,25-44,M,WHITE HISPANIC,1000296.0,196484.0,40.705973622000045,-73.94212711599994,2017-11-24,4,24,11
25358,171931873,11/24/2017,439.0,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109.0,GRAND LARCENY,PL 1553001,F,K,94,0.0,45-64,M,WHITE HISPANIC,997245.0,204130.0,40.726965067000044,-73.95311662899995,2017-11-24,4,24,11
25420,171918111,11/24/2017,904.0,"INTOXICATED DRIVING,ALCOHOL",119.0,INTOXICATED/IMPAIRED DRIVING,VTL11920E2,F,K,90,0.0,18-24,M,WHITE HISPANIC,996804.0,197551.0,40.70890792700004,-73.95471998599999,2017-11-24,4,24,11
25441,171931874,11/24/2017,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107.0,BURGLARY,PL 1402000,F,K,94,0.0,45-64,M,WHITE HISPANIC,997245.0,204130.0,40.726965067000044,-73.95311662899995,2017-11-24,4,24,11
25747,171880909,11/22/2017,729.0,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113.0,FORGERY,PL 1703000,F,K,90,2.0,18-24,F,BLACK,1000834.0,196032.0,40.70473199600008,-73.940187784,2017-11-22,2,22,11
25786,171880900,11/22/2017,729.0,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113.0,FORGERY,PL 1703000,F,K,90,2.0,18-24,M,BLACK,1000834.0,196032.0,40.70473199600008,-73.940187784,2017-11-22,2,22,11
25989,171869111,11/22/2017,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200501,F,K,90,0.0,45-64,M,WHITE HISPANIC,1000180.0,197804.0,40.70959691900004,-73.94254237899997,2017-11-22,2,22,11
26378,171880894,11/22/2017,793.0,WEAPONS POSSESSION 3,118.0,DANGEROUS WEAPONS,PL 2650201,F,K,90,2.0,18-24,M,BLACK HISPANIC,1000834.0,196032.0,40.70473199600008,-73.940187784,2017-11-22,2,22,11
26391,171880906,11/22/2017,729.0,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113.0,FORGERY,PL 1703000,F,K,90,2.0,45-64,F,BLACK,1000834.0,196032.0,40.70473199600008,-73.940187784,2017-11-22,2,22,11
26463,171885471,11/22/2017,106.0,"ASSAULT 2,1,PEACE OFFICER",106.0,FELONY ASSAULT,PL 1200800,F,K,90,2.0,18-24,F,BLACK,1000834.0,196032.0,40.70473199600008,-73.940187784,2017-11-22,2,22,11
26535,171853358,11/21/2017,269.0,"MISCHIEF,CRIMINAL,    UNCL 2ND DEG 3RD DEG",121.0,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1450500,F,K,94,0.0,18-24,M,WHITE HISPANIC,997834.0,205148.0,40.72975834300007,-73.95098951399994,2017-11-21,1,21,11
26567,171829866,11/21/2017,105.0,STRANGULATION 1ST,106.0,FELONY ASSAULT,PL 1211300,F,K,94,0.0,25-44,M,WHITE,997245.0,204130.0,40.726965067000044,-73.95311662899995,2017-11-21,1,21,11
26828,171841428,11/21/2017,500.0,"CONTROLLED SUBSTANCE,POSSESS. 1",117.0,DANGEROUS DRUGS,PL 2202101,F,K,90,0.0,25-44,M,WHITE HISPANIC,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-11-21,1,21,11
27279,171860054,11/21/2017,153.0,RAPE 3,104.0,RAPE,PL 1302502,F,K,94,0.0,18-24,M,BLACK,997313.0,204100.0,40.72688262400004,-73.95287134799997,2017-11-21,1,21,11
27480,171804657,11/20/2017,779.0,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126.0,MISCELLANEOUS PENAL LAW,PL 215510B,F,K,90,0.0,45-64,M,WHITE HISPANIC,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-11-20,0,20,11
27823,171692510,11/20/2017,106.0,"ASSAULT 2,1,PEACE OFFICER",106.0,FELONY ASSAULT,PL 12005A3,F,K,94,1.0,18-24,F,WHITE HISPANIC,995969.0,200806.0,40.71784327200004,-73.957726112,2017-11-20,0,20,11
28102,171687328,11/19/2017,779.0,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126.0,MISCELLANEOUS PENAL LAW,PL 215510B,F,K,90,0.0,25-44,M,BLACK,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-11-19,6,19,11
28352,171690199,11/19/2017,503.0,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117.0,DANGEROUS DRUGS,PL 2201601,F,K,90,0.0,25-44,M,WHITE HISPANIC,993461.0,198179.0,40.710635750000044,-73.96677710899995,2017-11-19,6,19,11
28364,171692509,11/19/2017,439.0,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109.0,GRAND LARCENY,PL 1553001,F,K,94,0.0,18-24,M,BLACK,997245.0,204130.0,40.726965067000044,-73.95311662899995,2017-11-19,6,19,11
28467,171692508,11/19/2017,439.0,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109.0,GRAND LARCENY,PL 1553001,F,K,94,0.0,<18,M,BLACK,997245.0,204130.0,40.726965067000044,-73.95311662899995,2017-11-19,6,19,11
28491,171692318,11/19/2017,439.0,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109.0,GRAND LARCENY,PL 1553001,F,K,94,0.0,<18,M,WHITE HISPANIC,997245.0,204130.0,40.726965067000044,-73.95311662899995,2017-11-19,6,19,11
28763,171682436,11/18/2017,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200501,F,K,94,0.0,25-44,M,BLACK,997245.0,204130.0,40.726965067000044,-73.95311662899995,2017-11-18,5,18,11
28829,171684659,11/18/2017,904.0,"INTOXICATED DRIVING,ALCOHOL",119.0,INTOXICATED/IMPAIRED DRIVING,VTL11920E3,F,K,90,0.0,25-44,M,BLACK,996251.0,196899.0,40.707119109000075,-73.95671578299994,2017-11-18,5,18,11
29043,171682031,11/18/2017,760.0,"BRIBERY,PUBLIC ADMINISTRATION",126.0,MISCELLANEOUS PENAL LAW,PL 2154002,F,K,94,0.0,45-64,F,WHITE,1000004.0,200692.0,40.717524105000045,-73.943170448,2017-11-18,5,18,11
29306,171673504,11/17/2017,397.0,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105.0,ROBBERY,PL 1600500,F,K,94,0.0,25-44,M,BLACK,997245.0,204130.0,40.726965067000044,-73.95311662899995,2017-11-17,4,17,11
29530,171673367,11/17/2017,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107.0,BURGLARY,PL 1402501,F,K,90,0.0,25-44,M,WHITE HISPANIC,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-11-17,4,17,11
29609,171673975,11/17/2017,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107.0,BURGLARY,PL 1402501,F,K,90,0.0,25-44,M,WHITE HISPANIC,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-11-17,4,17,11
29627,171676794,11/17/2017,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107.0,BURGLARY,PL 1402501,F,K,90,0.0,25-44,M,WHITE HISPANIC,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-11-17,4,17,11
29730,171673972,11/17/2017,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107.0,BURGLARY,PL 1402501,F,K,90,0.0,25-44,M,WHITE HISPANIC,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-11-17,4,17,11
30177,171644439,11/16/2017,397.0,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105.0,ROBBERY,PL 160102A,F,K,90,0.0,45-64,M,WHITE,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-11-16,3,16,11
30337,171666878,11/16/2017,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,K,90,0.0,18-24,M,WHITE HISPANIC,995156.0,199809.0,40.715107785000036,-73.96066055599994,2017-11-16,3,16,11
30353,171655983,11/16/2017,397.0,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105.0,ROBBERY,PL 1600500,F,K,90,0.0,45-64,F,BLACK,1000013.0,196848.0,40.70697322400008,-73.94314698099998,2017-11-16,3,16,11
30415,171668330,11/16/2017,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,K,90,0.0,<18,M,BLACK HISPANIC,995156.0,199809.0,40.715107785000036,-73.96066055599994,2017-11-16,3,16,11
30488,171651343,11/16/2017,397.0,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105.0,ROBBERY,PL 1601503,F,K,90,0.0,65+,M,WHITE HISPANIC,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-11-16,3,16,11
30572,171655978,11/16/2017,439.0,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109.0,GRAND LARCENY,PL 1553001,F,K,90,0.0,45-64,F,BLACK,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-11-16,3,16,11
30642,171657970,11/16/2017,397.0,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105.0,ROBBERY,PL 1600500,F,K,90,0.0,65+,M,BLACK,1000013.0,196848.0,40.70697322400008,-73.94314698099998,2017-11-16,3,16,11
30814,171644440,11/16/2017,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107.0,BURGLARY,PL 1402000,F,K,94,0.0,25-44,M,WHITE,997245.0,204130.0,40.726965067000044,-73.95311662899995,2017-11-16,3,16,11
30956,171666883,11/16/2017,117.0,RECKLESS ENDANGERMENT 1,126.0,MISCELLANEOUS PENAL LAW,PL 1202500,F,K,90,0.0,25-44,M,WHITE HISPANIC,995006.0,198043.0,40.710260719000075,-73.96120446799995,2017-11-16,3,16,11
31268,171600919,11/15/2017,105.0,STRANGULATION 1ST,106.0,FELONY ASSAULT,PL 1211200,F,K,90,0.0,45-64,M,WHITE HISPANIC,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-11-15,2,15,11
31377,171614061,11/15/2017,779.0,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126.0,MISCELLANEOUS PENAL LAW,PL 215510B,F,K,94,0.0,25-44,M,WHITE,996392.0,207998.0,40.73758299000008,-73.95618719799995,2017-11-15,2,15,11
31410,171627501,11/15/2017,503.0,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117.0,DANGEROUS DRUGS,PL 2201601,F,K,90,0.0,18-24,M,WHITE HISPANIC,1000769.0,197882.0,40.70980993000006,-73.94041768099999,2017-11-15,2,15,11
31584,171634592,11/15/2017,439.0,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109.0,GRAND LARCENY,PL 1553004,F,K,94,0.0,<18,F,BLACK,997245.0,204130.0,40.726965067000044,-73.95311662899995,2017-11-15,2,15,11
32096,171558296,11/14/2017,198.0,CRIMINAL CONTEMPT 1,126.0,MISCELLANEOUS PENAL LAW,PL 21551B5,F,K,90,0.0,25-44,M,ASIAN / PACIFIC ISLANDER,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-11-14,1,14,11
32195,171587553,11/14/2017,922.0,"TRAFFIC,UNCLASSIFIED MISDEMEANOR",348.0,VEHICLE AND TRAFFIC LAWS,VTL05110E2,F,K,90,0.0,18-24,F,BLACK,994938.0,194913.0,40.70166968900003,-73.96145471299997,2017-11-14,1,14,11
32381,171581319,11/14/2017,439.0,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109.0,GRAND LARCENY,PL 1553004,F,K,94,0.0,25-44,M,WHITE,1000020.0,200563.0,40.717170002000046,-73.94311303199999,2017-11-14,1,14,11
32623,171561725,11/14/2017,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107.0,BURGLARY,PL 1402000,F,K,90,0.0,45-64,M,BLACK,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-11-14,1,14,11
32686,171560348,11/14/2017,779.0,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126.0,MISCELLANEOUS PENAL LAW,PL 215510B,F,K,90,0.0,25-44,M,ASIAN / PACIFIC ISLANDER,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-11-14,1,14,11
33697,171493627,11/12/2017,729.0,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113.0,FORGERY,PL 1702500,F,K,94,1.0,25-44,M,WHITE HISPANIC,995969.0,200806.0,40.71784327200004,-73.957726112,2017-11-12,6,12,11
33848,171492763,11/12/2017,779.0,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126.0,MISCELLANEOUS PENAL LAW,PL 215510B,F,K,90,0.0,45-64,M,BLACK,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-11-12,6,12,11
33886,171505436,11/12/2017,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200501,F,K,90,0.0,25-44,M,BLACK,1000180.0,197804.0,40.70959691900004,-73.94254237899997,2017-11-12,6,12,11
34372,171464224,11/11/2017,439.0,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109.0,GRAND LARCENY,PL 1554001,F,K,90,0.0,18-24,M,WHITE,997535.0,197479.0,40.70870923700004,-73.95208345999998,2017-11-11,5,11,11
34482,171473708,11/11/2017,922.0,"TRAFFIC,UNCLASSIFIED MISDEMEANOR",348.0,VEHICLE AND TRAFFIC LAWS,VTL05110EA,F,K,94,0.0,45-64,M,WHITE,998090.0,204498.0,40.72797385500007,-73.95006718699995,2017-11-11,5,11,11
34542,171475229,11/11/2017,729.0,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113.0,FORGERY,PL 1702500,F,K,90,1.0,45-64,M,WHITE HISPANIC,1000351.0,194575.0,40.700733765000045,-73.94193330699994,2017-11-11,5,11,11
34729,171457317,11/11/2017,397.0,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105.0,ROBBERY,PL 1601502,F,K,90,0.0,25-44,M,BLACK,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-11-11,5,11,11
35051,171454708,11/10/2017,109.0,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200501,F,K,90,0.0,25-44,M,WHITE HISPANIC,997901.0,197516.0,40.70881023600003,-73.95076325099996,2017-11-10,4,10,11
35189,171447797,11/10/2017,779.0,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126.0,MISCELLANEOUS PENAL LAW,PL 2155100,F,K,94,0.0,25-44,M,WHITE HISPANIC,1001768.0,200786.0,40.71777879600006,-73.93680674999997,2017-11-10,4,10,11
35276,171453523,11/10/2017,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107.0,BURGLARY,PL 1402000,F,K,94,0.0,<18,M,WHITE,997245.0,204130.0,40.726965067000044,-73.95311662899995,2017-11-10,4,10,11
35738,171407657,11/09/2017,461.0,UNAUTHORIZED USE VEHICLE 2,126.0,MISCELLANEOUS PENAL LAW,PL 1650600,F,K,90,0.0,25-44,M,BLACK HISPANIC,994156.0,198960.0,40.71277865900004,-73.96426907599994,2017-11-09,3,9,11
36069,171420384,11/09/2017,503.0,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117.0,DANGEROUS DRUGS,PL 2201601,F,K,90,2.0,25-44,M,WHITE HISPANIC,1000600.0,196000.0,40.70464459900006,-73.94103183099996,2017-11-09,3,9,11
36195,171421082,11/09/2017,503.0,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117.0,DANGEROUS DRUGS,PL 2201601,F,K,90,2.0,25-44,F,WHITE HISPANIC,1000600.0,196000.0,40.70464459900006,-73.94103183099996,2017-11-09,3,9,11
36392,171407666,11/09/2017,503.0,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117.0,DANGEROUS DRUGS,PL 2201601,F,K,90,0.0,18-24,M,WHITE HISPANIC,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-11-09,3,9,11
36435,171415373,11/09/2017,503.0,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117.0,DANGEROUS DRUGS,PL 2201601,F,K,90,0.0,25-44,M,BLACK,999701.0,195491.0,40.70324912900003,-73.94427542599993,2017-11-09,3,9,11
36469,171405354,11/09/2017,729.0,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113.0,FORGERY,PL 1703000,F,K,90,0.0,25-44,M,BLACK,999146.0,195119.0,40.70222902800003,-73.94627792599994,2017-11-09,3,9,11
36851,171396427,11/08/2017,503.0,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117.0,DANGEROUS DRUGS,PL 2201601,F,K,94,0.0,18-24,M,WHITE HISPANIC,996874.0,199730.0,40.714888664000064,-73.95446341599995,2017-11-08,2,8,11
36903,171357017,11/08/2017,244.0,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107.0,BURGLARY,PL 1402501,F,K,90,0.0,25-44,M,BLACK,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-11-08,2,8,11
36984,171394550,11/08/2017,494.0,"STOLEN PROPERTY 2,1,POSSESSION,UNCLASSIFIED",111.0,POSSESSION OF STOLEN PROPERTY,PL 1654501,F,K,90,0.0,<18,M,BLACK,1000638.0,195737.0,40.703922655000035,-73.940895417,2017-11-08,2,8,11
37000,171371147,11/08/2017,105.0,STRANGULATION 1ST,106.0,FELONY ASSAULT,PL 1211200,F,K,90,2.0,25-44,M,BLACK,1001438.0,194908.0,40.70164572700002,-73.93801220099994,2017-11-08,2,8,11
37089,171354089,11/08/2017,729.0,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113.0,FORGERY,PL 1702500,F,K,90,0.0,25-44,M,BLACK,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-11-08,2,8,11
37364,171342560,11/08/2017,439.0,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109.0,GRAND LARCENY,PL 1553001,F,K,90,11.0,45-64,M,BLACK HISPANIC,999581.0,194608.0,40.70082570900007,-73.944710231,2017-11-08,2,8,11
37396,171362554,11/08/2017,269.0,"MISCHIEF,CRIMINAL,    UNCL 2ND",121.0,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1450502,F,K,90,0.0,25-44,F,WHITE HISPANIC,993531.0,196193.0,40.70518457600008,-73.96652735399994,2017-11-08,2,8,11
37460,171359828,11/08/2017,397.0,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105.0,ROBBERY,PL 1601001,F,K,90,0.0,25-44,M,BLACK,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-11-08,2,8,11
37471,171369262,11/08/2017,105.0,STRANGULATION 1ST,106.0,FELONY ASSAULT,PL 1211200,F,K,90,0.0,25-44,M,BLACK,995811.0,198639.0,40.711895583000064,-73.95829980399995,2017-11-08,2,8,11
37472,171362553,11/08/2017,439.0,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109.0,GRAND LARCENY,PL 1553004,F,K,94,0.0,25-44,M,WHITE,995119.0,200492.0,40.716982502000064,-73.96079292399995,2017-11-08,2,8,11
37595,171296816,11/07/2017,439.0,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109.0,GRAND LARCENY,PL 1553001,F,K,90,0.0,25-44,M,BLACK HISPANIC,998016.0,196598.0,40.70629036500002,-73.95035033099998,2017-11-07,1,7,11
